Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
David Ayers,Butler,JR,CF,0.268,0.362,0.5,0.862,53,224,194,40,52,8,2,11,40,12,17,75,16,2
Rob Rispoli,Connecticut,SO,SS,0.268,0.418,0.384,0.802,55,251,190,46,51,9,2,3,29,14,37,38,11,5
Nick Sutherlin,Indiana State,SR,1B,0.268,0.341,0.456,0.797,57,265,228,44,61,14,1,9,53,9,20,59,5,0
José Vasquez,Arkansas-Pine Bluff,FR,LF,0.268,0.41,0.331,0.741,47,184,142,38,38,5,2,0,26,12,25,18,11,2
Justin Batts,Delaware State,SO,1B,0.268,0.391,0.374,0.765,39,151,123,14,33,4,0,3,10,6,20,19,1,0
Frankie Scrivanic,Seton Hall,JR,1B,0.268,0.344,0.324,0.668,41,166,142,13,38,8,0,0,17,3,15,31,0,0
Tyrus Hall,West Virginia,JR,3B,0.268,0.397,0.402,0.799,58,225,179,46,48,7,1,5,28,7,32,81,17,3
Jake Busson,Illinois-Chicago,JR,3B,0.268,0.361,0.57,0.931,57,266,228,38,61,10,1,19,54,20,15,79,2,1
Mason Barela,Cornell,SO,C,0.268,0.301,0.362,0.664,34,148,138,11,37,4,0,3,12,0,7,32,1,1
Daniel Arambula,Utah,SO,3B,0.268,0.346,0.397,0.743,51,245,209,36,56,7,1,6,30,6,21,46,3,2
Nic Werk,South Dakota State,SO,2B,0.268,0.393,0.363,0.756,49,200,157,29,42,12,0,1,23,6,29,41,3,0
John Stuetzer,Florida State,FR,LF,0.268,0.352,0.478,0.83,53,234,205,40,55,11,1,10,43,7,20,69,13,5
Elijah McNeal,UC Davis,FR,SS,0.268,0.32,0.38,0.7,52,225,205,26,55,8,0,5,26,5,11,49,5,1
Dayne Wray,UL Monroe,FR,2B,0.268,0.352,0.488,0.84,46,194,168,33,45,11,1,8,30,4,19,33,5,1
Tyler Harrington,Memphis,GR,1B,0.267,0.311,0.366,0.677,51,207,191,24,51,7,0,4,24,1,12,53,3,3
Derek Bermudez,Jacksonville,JR,DH,0.267,0.349,0.46,0.809,50,215,187,33,50,9,0,9,51,7,18,33,2,1
Ethan Rossi,Eastern Illinois,SR,RF,0.267,0.393,0.422,0.815,45,175,135,32,36,9,0,4,26,13,17,30,2,2
Carter Bergman,Missouri State,SR,C,0.267,0.385,0.572,0.958,52,218,180,46,48,7,0,16,45,15,21,54,1,1
Parker McDonald,Samford,SR,3B,0.267,0.377,0.432,0.809,52,209,176,35,47,8,0,7,24,3,28,49,7,2
Bryce Hubbard,Oregon State,SR,DH,0.267,0.396,0.459,0.856,56,213,172,33,46,6,0,9,33,10,28,41,2,0
Owen Walewander,Lehigh,SR,C,0.267,0.362,0.509,0.871,44,189,161,28,43,9,0,10,39,10,15,38,1,2
Jarren Sanderson,UC Riverside,JR,3B,0.267,0.312,0.424,0.736,48,186,172,22,46,7,1,6,34,4,8,41,2,4
Trent Abel,Cal State Northridge,JR,SS,0.267,0.297,0.391,0.688,53,224,202,30,54,11,1,4,34,2,9,36,4,0
Katcher Halligan,Houston Christian,SR,1B,0.267,0.35,0.386,0.737,53,235,202,31,54,9,0,5,36,0,28,25,2,0
Gabe Camacho,UC San Diego,JR,1B,0.267,0.403,0.576,0.979,54,264,210,51,56,13,2,16,54,27,23,50,1,0
Noah Brooks,Siena,JR,1B,0.267,0.357,0.356,0.712,40,158,135,20,36,3,0,3,23,6,14,28,0,1
Gavin Baldwin,Northern Illinois,GR,1B,0.267,0.38,0.567,0.947,55,263,210,44,56,12,0,17,61,20,24,45,0,0
Tyler Howard,UC Davis,JR,RF,0.267,0.349,0.429,0.777,53,240,210,39,56,10,6,4,27,2,25,63,13,3
Sky Collins,Fresno State,GR,CF,0.267,0.341,0.413,0.753,52,235,206,35,55,8,2,6,39,11,13,66,14,2
Ryan Kolben,Massachusetts,JR,C,0.267,0.377,0.474,0.851,42,165,135,19,36,5,1,7,29,6,19,42,1,0
Luke Schwartz,Saint Peter&#8217;s,SR,CF,0.267,0.337,0.381,0.717,51,197,176,22,47,11,0,3,28,2,17,49,10,2
Grant Gallagher,Kansas State,SR,3B,0.267,0.399,0.421,0.82,57,254,202,44,54,14,1,5,29,3,44,57,6,4
J.T. Simonelli,Northwestern State,JR,LF,0.267,0.331,0.452,0.783,45,151,135,20,36,8,1,5,16,8,6,52,2,0
Cole Cook,VMI,SO,LF,0.267,0.411,0.473,0.883,50,210,165,36,44,8,1,8,45,8,33,61,23,4
Khaleel Pratt,Eastern Kentucky,FR,RF,0.267,0.468,0.54,1.008,54,248,176,38,47,9,3,11,37,30,39,42,20,2
Cecil Lofton,Southern Illinois,GR,1B,0.267,0.365,0.46,0.825,47,197,161,21,43,11,1,6,34,5,24,26,4,1
Diesel Toth,California Baptist,FR,LF,0.267,0.361,0.389,0.749,53,208,180,37,48,11,1,3,19,5,22,28,10,3
Mason Griffin,Northern Colorado,FR,CF,0.267,0.37,0.405,0.775,55,233,195,33,52,8,2,5,29,16,16,55,8,5
Trevor Conley,Austin Peay,GR,C,0.266,0.343,0.33,0.673,54,227,188,29,50,9,0,1,26,7,16,28,8,3
David Bell,West Georgia,JR,1B,0.266,0.352,0.518,0.87,41,161,139,32,37,11,0,8,32,8,11,56,5,0
Colin Brueggemann,Oklahoma State,SR,1B,0.266,0.379,0.563,0.942,61,265,222,43,59,13,1,17,65,7,34,75,2,0
Cooper Kelly,Oral Roberts,JR,1B,0.266,0.395,0.357,0.753,58,258,207,40,55,8,1,3,19,10,35,47,4,1
A.J. DeMastrie,Dartmouth,JR,C,0.266,0.333,0.394,0.728,30,121,109,12,29,6,1,2,14,4,7,23,2,1
Kaden Peer,Missouri,JR,CF,0.266,0.354,0.364,0.718,42,177,154,22,41,7,1,2,14,9,12,53,6,5
Martavius Thomas,Grambling,JR,RF,0.266,0.435,0.339,0.775,40,149,109,27,29,6,1,0,14,15,20,25,6,0
Garryn Plummer,Fairleigh Dickinson,GR,C,0.266,0.467,0.306,0.773,55,258,173,37,46,4,0,1,28,37,36,17,8,0
AJ Havrilla,Marshall,JR,1B,0.266,0.446,0.402,0.848,55,251,184,37,49,7,0,6,38,12,50,33,3,0
Kyle Hayes,Western Kentucky,GR,1B,0.266,0.389,0.539,0.928,46,192,154,33,41,12,0,10,37,8,25,38,1,0
Will Johannes,Illinois,SR,C,0.266,0.352,0.554,0.906,42,159,139,27,37,10,0,10,42,3,16,57,1,0
Estaban Sepulveda,UC Riverside,SO,C,0.266,0.358,0.426,0.783,39,110,94,16,25,6,0,3,18,7,7,29,6,1
Rowin O'Connor,New Jersey Tech,FR,3B,0.266,0.356,0.455,0.81,42,181,154,25,41,8,0,7,32,10,12,46,3,1
Andrew DiLodovico,Bowling Green,FR,C,0.266,0.356,0.455,0.81,42,178,154,28,41,6,1,7,21,12,10,37,4,3
JD Stein,Wake Forest,FR,SS,0.266,0.384,0.399,0.783,58,235,188,38,50,10,0,5,41,9,30,37,13,2
Cade Campbell,California,JR,3B,0.265,0.323,0.393,0.717,55,232,211,28,56,9,0,6,22,2,17,46,4,1
Elgin Bennett,CSU Bakersfield,SR,LF,0.265,0.389,0.477,0.867,53,190,155,35,41,9,3,6,34,13,20,47,14,3
Zack Stewart,Arkansas,SR,RF,0.265,0.399,0.571,0.97,52,213,170,35,45,7,0,15,39,7,33,56,0,0
Jack Guerrero,James Madison,SR,3B,0.265,0.328,0.377,0.704,50,191,162,20,43,12,0,2,24,3,13,31,1,2
Luke Scales,Bellarmine,SR,3B,0.265,0.358,0.444,0.802,53,233,196,35,52,9,1,8,31,4,27,38,4,2
Patrick Engskov,Arkansas State,SR,SS,0.265,0.346,0.5,0.846,52,232,204,41,54,13,1,11,38,12,14,38,11,3
Samuel Fischer,Florida International,JR,3B,0.265,0.453,0.442,0.895,54,247,181,51,48,10,2,6,41,18,46,45,1,1
Rocco Gump,Creighton,GR,3B,0.265,0.415,0.403,0.818,57,270,211,44,56,11,3,4,27,19,35,48,9,4
Matthew Maulik,St. Thomas,JR,2B,0.265,0.295,0.44,0.735,44,186,166,25,44,11,0,6,35,2,8,33,6,0
Lane Tobin,The Citadel,GR,SS,0.265,0.417,0.352,0.769,61,263,196,47,52,9,1,2,29,26,27,55,21,5
Evan Haeger,Michigan,SO,CF,0.265,0.399,0.482,0.881,51,207,166,32,44,11,2,7,28,3,34,51,5,6
Jonny Rodriguez,UNLV,JR,1B,0.265,0.357,0.493,0.849,54,245,211,40,56,10,1,12,54,13,18,60,2,0
Easton Swofford,Liberty,SR,2B,0.265,0.383,0.319,0.702,54,224,185,27,49,4,0,2,27,7,29,33,6,0
Brenden Fry,SIU Edwardsville,SR,LF,0.265,0.336,0.449,0.784,43,155,136,22,36,10,3,3,26,0,15,51,4,1
Caden Sheridan,Morehead State,SO,C,0.265,0.372,0.508,0.88,50,224,185,32,49,9,0,12,41,6,28,29,4,1
Dante Smith,North Dakota State,SO,CF,0.265,0.328,0.38,0.707,39,187,166,27,44,6,2,3,26,2,14,53,14,2
Keagen Jirschele,South Dakota State,SO,SS,0.265,0.373,0.383,0.756,50,196,162,33,43,9,2,2,20,10,19,55,7,2
Jackson Williams,Alabama State,SO,1B,0.265,0.335,0.508,0.843,49,209,185,34,49,9,0,12,46,5,16,59,1,0
Bobby Lavely,Saint Peter&#8217;s,JR,1B,0.265,0.362,0.444,0.806,46,188,162,19,43,5,0,8,27,3,22,54,2,2
Collin Reuter,Ole Miss,SR,DH,0.264,0.367,0.466,0.834,52,196,163,25,43,15,0,6,36,7,22,68,2,0
Milo Suarez,Dartmouth,SR,1B,0.264,0.424,0.448,0.872,39,166,125,20,33,11,0,4,20,13,24,25,9,1
Hudson Shupe,Gonzaga,SR,2B,0.264,0.366,0.404,0.771,54,233,193,42,51,8,2,5,36,8,26,32,4,1
Jack Bello,Minnesota,SR,1B,0.264,0.357,0.563,0.919,45,172,144,25,38,13,0,10,30,6,17,45,1,1
Tyler Horner,Seattle,GR,C,0.264,0.357,0.421,0.778,49,230,197,29,52,11,1,6,37,10,20,39,1,1
Joseph Zamora,Appalachian State,GR,2B,0.264,0.383,0.382,0.765,44,184,144,38,38,8,3,1,27,11,20,18,6,2
Chase Krewson,Rutgers,JR,RF,0.264,0.368,0.452,0.82,55,235,197,35,52,6,2,9,30,7,26,39,7,2
Jeremy Rader,Houston Christian,SR,3B,0.264,0.34,0.361,0.701,53,248,216,36,57,9,0,4,38,7,19,30,7,0
Jake Bechtel,UNC Wilmington,JR,CF,0.264,0.335,0.481,0.816,58,250,216,41,57,15,1,10,39,4,21,75,22,2
Jeter Polledo,Bethune-Cookman,SO,2B,0.264,0.353,0.476,0.829,58,254,208,48,55,16,5,6,55,18,16,28,11,1
Josh McClintock,Western Illinois,JR,SS,0.264,0.337,0.401,0.738,50,205,182,33,48,10,0,5,21,8,12,50,6,4
Cord Dobrinski,Long Island,SR,LF,0.264,0.451,0.558,1.009,42,178,129,48,34,7,2,9,34,15,29,52,19,2
Jake Radosevich,Lindenwood,SR,DH,0.264,0.369,0.439,0.808,58,263,212,41,56,7,0,10,48,4,37,43,2,0
Ben Fishel,Columbia,SO,CF,0.264,0.371,0.304,0.675,41,175,148,24,39,6,0,0,16,11,15,23,5,6
Chase Moore,Alcorn State,SO,SS,0.264,0.396,0.3,0.696,40,135,110,18,29,4,0,0,7,2,22,32,5,1
Marcus Nolen,Fresno State,FR,RF,0.264,0.329,0.492,0.821,53,226,197,38,52,13,1,10,41,1,21,60,2,2
Christian LaMothe,St. Bonaventure,FR,1B,0.264,0.339,0.368,0.707,46,186,163,29,43,7,2,2,23,2,17,46,0,0
Jayden Walker,Mercyhurst,GR,1B,0.263,0.38,0.363,0.742,47,208,171,43,45,12,1,1,28,4,30,22,6,1
Caden Wildman,Cornell,SR,CF,0.263,0.346,0.343,0.689,36,159,137,20,36,8,0,1,13,6,12,30,6,2
Braeden Smith,College of Charleston,JR,1B,0.263,0.333,0.414,0.748,43,171,152,26,40,8,3,3,19,7,10,34,3,1
Matt Thorsen,Siena,SO,SS,0.263,0.376,0.389,0.765,46,197,167,25,44,10,1,3,29,3,27,60,18,1
Marcus Aranda,UL Monroe,GR,DH,0.263,0.354,0.514,0.868,50,213,179,32,47,6,0,13,52,11,17,50,0,1
Wesley Scott,Louisiana Tech,JR,LF,0.263,0.398,0.423,0.821,56,219,175,36,46,7,0,7,31,6,34,42,5,4
Dawson Santana,San Diego State,JR,2B,0.263,0.416,0.311,0.727,60,272,209,57,55,5,1,1,33,12,45,27,11,3
Evan Meier,Mount St. Mary&#8217;s,JR,LF,0.263,0.376,0.339,0.715,47,207,171,34,45,4,0,3,18,7,25,32,15,2
Jake McCarter,High Point,SR,LF,0.263,0.321,0.518,0.839,56,246,224,38,59,8,2,15,52,6,14,62,4,5
Charlie Isom-McCall,Lindenwood,SO,SS,0.263,0.355,0.348,0.704,50,229,198,32,52,8,0,3,24,4,25,29,19,7
Trotter Enright,Long Beach State,SO,SS,0.263,0.386,0.309,0.695,52,238,194,21,51,9,0,0,31,4,36,32,3,1
Dustin Robinson,Washington State,SO,LF,0.263,0.362,0.48,0.842,47,178,152,22,40,16,1,5,38,8,16,61,6,3
Randy Seymour,Michigan State,SR,1B,0.262,0.316,0.533,0.849,56,250,229,34,60,10,2,16,55,9,10,59,4,4
